Variable,VariableDescription,Country,Year,PercentageValue
INDEPDTR,Population connected to independent treatment,Slovenia,2016,30
INDEPDTR,Population connected to independent treatment,Slovenia,2017,29.7
INDEPDTR,Population connected to independent treatment,Slovenia,2018,29.9
INDEPDTR,Population connected to independent treatment,Slovenia,2019,29.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Switzerland,2000,96
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Switzerland,2005,97
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Switzerland,2010,98
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Switzerland,2013,98
PUBNOTR,Connected to a wastewater treatment plant without treatment,Switzerland,2000,2.2
PUBNOTR,Connected to a wastewater treatment plant without treatment,Switzerland,2005,2
PUBNOTR,Connected to a wastewater treatment plant without treatment,Switzerland,2010,1.7
PUBNOTR,Connected to a wastewater treatment plant without treatment,Switzerland,2013,1.7
INDEPDTR,Population connected to independent treatment,United Kingdom,2010,0
INDEPDTR,Population connected to independent treatment,United Kingdom,2012,2
INDEPDTR,Population connected to independent treatment,England and Wales,2005,0.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2000,95.8
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2005,98.06
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2010,98.53
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2011,98.38
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2012,98.6
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2013,98.48
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2014,99.02
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2015,99.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2016,99.47
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovak Republic,2017,99.5
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,1970,42
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,1980,82
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,1990,96
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2000,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2010,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2011,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2012,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2013,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2014,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Finland,2018,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,1990,73.5
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2000,66.4
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2005,75.4
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2010,79.4
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2011,80.6
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2012,78.1
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2013,80
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2014,79.9
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2015,80.8
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2016,81.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2017,82.4
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Czech Republic,2018,82.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2000,53.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2005,60.2
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2010,64.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2011,65.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2012,68.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2013,70.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2014,71.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2015,72.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2016,73.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2017,73.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2018,74
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Poland,2019,75.44
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2010,82.0269
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2011,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2012,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2013,82.1
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2014,80.2
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2015,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2016,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2017,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),France,2018,81.1
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,1970,44
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,1980,86.5
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,1990,98
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2000,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2005,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2010,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2011,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2012,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2013,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2014,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2015,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2016,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2017,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Netherlands,2018,100
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),England and Wales,2005,99.35
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,1970,63
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,1980,82
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,1990,108
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2000,99
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2005,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2010,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2011,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2012,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2013,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2014,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2015,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2016,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Sweden,2017,100
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,1980,57.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,1990,76.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2000,86.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2005,92.9
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2010,95.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2011,96
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2012,96.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2013,96.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2014,96.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2015,96.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2016,96.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2017,96.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2018,96.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Israel,2019,96.9
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2000,41.1674
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2005,54.3967
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2010,74.976
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2011,77.1947
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2012,76.7569
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2013,79.1271
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2014,80.5097
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2015,81.9254
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2016,82.8447
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2017,83.3278
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2018,84.3394
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Belgium,2019,86.8814
INDEPDTR,Population connected to independent treatment,Greece,2010,0
INDEPDTR,Population connected to independent treatment,Greece,2011,0
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,1990,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2010,98.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2011,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2012,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2013,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2014,98.5
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Luxembourg,2015,98.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,1990,80
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2000,80.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2005,81.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2010,81.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2011,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2012,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2013,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2014,82
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2015,84.1
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),New Zealand,2016,84.1
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),United Kingdom,2010,99.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),United Kingdom,2014,100
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,1980,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,1990,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2000,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2005,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2010,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2011,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2012,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2013,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2014,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2015,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2016,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2017,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2018,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Japan,2019,0
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2000,71.42
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2005,85.12
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2010,86.9317
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2011,89.591
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2012,88.92
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2013,90.32
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2014,90.52
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2015,91.72
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2016,92
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2017,95.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Slovenia,2018,97.2
INDEPDTR,Population connected to independent treatment,Czech Republic,2000,2.4
INDEPDTR,Population connected to independent treatment,Czech Republic,2005,2.4
INDEPDTR,Population connected to independent treatment,Czech Republic,2010,2.4
INDEPDTR,Population connected to independent treatment,Czech Republic,2011,2.4
INDEPDTR,Population connected to independent treatment,Czech Republic,2012,0
INDEPDTR,Population connected to independent treatment,Czech Republic,2013,0
INDEPDTR,Population connected to independent treatment,Czech Republic,2014,0
INDEPDTR,Population connected to independent treatment,Czech Republic,2015,0
INDEPDTR,Population connected to independent treatment,Czech Republic,2016,0
INDEPDTR,Population connected to independent treatment,Czech Republic,2017,0
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Iceland,1990,6
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Iceland,2000,39
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Iceland,2005,63
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Iceland,2010,73
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,1970,16
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,1980,30
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,1990,44
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2000,62
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2005,69.2564
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2010,75.1
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2011,75.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2012,76.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2013,77
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2014,77.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2015,77.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2016,78.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2017,78.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2018,79.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Japan,2019,79.7
PUBADVTR,Tertiary treatment,England and Wales,2005,42.9
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2000,54.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2005,57.1
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2010,60.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2011,61.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2012,62.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2013,63.6
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2014,64.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2015,65.2
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2016,66.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2017,67.7
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2018,68.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Slovak Republic,2019,68.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Canada,2013,98.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Canada,2014,98.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Canada,2015,98.2
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Canada,2016,98.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Canada,2017,98.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2010,87.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2011,88.2
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2012,92.03
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2013,92.83
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2014,92.83
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2015,93.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2016,93.44
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2017,94.8
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Greece,2018,94.8
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2000,26.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2005,42.1
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2010,52.1
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2012,58.3
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2013,63.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2014,64
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2015,69.9
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2016,70.7
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2017,74.24
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Turkey,2018,74.45
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,1970,44
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,1980,72.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,1990,94
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2000,98.15
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2005,99
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2010,99.3
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2011,99.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2012,99.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2013,99.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2014,99.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2015,99.4
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2016,99.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2017,99.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2018,99.5
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Netherlands,2019,99.5
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Austria,1990,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Austria,2000,100
