Variable,VariableDescription,Country,Year,PercentageValue
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Sweden,2015,87
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Sweden,2016,87
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Sweden,2017,87
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Switzerland,2000,98.2
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Switzerland,2005,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Switzerland,2010,99.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Switzerland,2013,99.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2000,26.3
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2005,42.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2010,52.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2012,58.3
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2014,64.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2015,69.919
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2016,70.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2017,74.24
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Turkey,2018,74.447
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),United Kingdom,2000,98
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),United Kingdom,2005,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),United Kingdom,2010,99.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),United States,2000,75.4
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),United States,2012,75.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2000,93.3
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2005,94.98
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2010,95.9
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2011,96.14
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2012,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2013,99.93
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2014,99.93
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2015,99.85
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2016,99.93
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Chile,2017,99.97
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2000,70
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2005,79
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2010,86.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2011,86.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2012,86.8
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2013,87.2
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2014,87
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2015,87.6
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2016,87.8
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Estonia,2017,87.9
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,1980,80.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,1990,88.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2000,94.3
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2005,97
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2010,98.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2011,98.2
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2012,98.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2013,98.8
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2014,98.9
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2015,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2016,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2017,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2018,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Israel,2019,99
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2000,71.4
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2005,85.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2010,86.9
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2011,89.6
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2012,88.9
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2013,90.3
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2014,90.5
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2015,91.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2016,92
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2017,95.7
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2018,97.1
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Slovenia,2019,97.2
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,1990,28
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2000,14.2
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2010,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2012,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2014,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2016,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Austria,2018,4.06
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2000,23.8326
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2005,19.6033
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2010,20.92
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2011,19.91
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2012,16.09
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2013,14.78
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2014,14.07
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2015,13.31
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2016,14.14
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2017,13.97
PUBNOTR,Connected to a wastewater treatment plant without treatment,Belgium,2018,10.4718
PUBNOTR,Connected to a wastewater treatment plant without treatment,Canada,2013,1.8
PUBNOTR,Connected to a wastewater treatment plant without treatment,Canada,2014,1.7
PUBNOTR,Connected to a wastewater treatment plant without treatment,Canada,2015,1.7
PUBNOTR,Connected to a wastewater treatment plant without treatment,Canada,2016,1.7
PUBNOTR,Connected to a wastewater treatment plant without treatment,Canada,2017,1.7
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2005,2.4
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2010,2.4
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2011,2.4
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2012,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2013,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2014,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2015,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2016,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2017,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Czech Republic,2018,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,Denmark,2000,12.2
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2000,20
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2010,17
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2011,17
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2012,17
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2013,17
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2014,15
PUBNOTR,Connected to a wastewater treatment plant without treatment,Finland,2018,15
PUBNOTR,Connected to a wastewater treatment plant without treatment,France,2010,0
PUBNOTR,Connected to a wastewater treatment plant without treatment,France,2011,0
